transaction_text,category
Medlife #3953,Healthcare
YouTube Premium #6837,Entertainment
OnePlus Store #6161,Electronics
Amazon #5818,Shopping
Mobile Recharge #7598,Bills & Utilities
Child Rights and You #2904,Donations
YouTube Premium #6631,Entertainment
SBI Life #9779,Insurance
Pizza Hut #4536,Coffee & Dining
Walmart #5525,Shopping
BigBasket #6258,Groceries
Best Buy Electronics #6807,Electronics
SBI ATM #1098,Cash Withdrawal
Toppr #4801,Education
HelpAge India #9041,Donations
Expedia #4334,Travel
Didi #7838,Transport
Burger King #8878,Coffee & Dining
Apple TV+ #2004,Entertainment
Xiaomi Store #7897,Electronics
KFC #3190,Coffee & Dining
Adidas #1485,Shopping
Carrefour #1619,Groceries
Internet Bill #9926,Bills & Utilities
Quizlet #6416,Education
ExxonMobil #1373,Fuel
Save the Children #2993,Donations
Carrefour #3549,Groceries
Amazon Fresh #1907,Groceries
Gojek #7523,Transport
Total Petrol #6261,Fuel
Coursera #8861,Education
Amazon #8370,Shopping
Bajaj Allianz #4427,Insurance
Red Cross #3248,Donations
Cable TV Bill #3122,Bills & Utilities
Bajaj Allianz #5711,Insurance
Amazon Electronics #8787,Electronics
Grab #2110,Transport
Taxi #3650,Transport
Carrefour #3284,Groceries
Chevron #1516,Fuel
GiveIndia #6153,Donations
Akshaya Patra #1214,Donations
Zee5 #5181,Entertainment
Nike #5548,Shopping
Postmates #9297,Food Delivery
Gulf Petrol #2740,Fuel
Punjab National Bank ATM #6464,Cash Withdrawal
ICICI Prudential #4217,Insurance
Zomato #3155,Food Delivery
Medlife #6909,Healthcare
UNICEF #3027,Donations
ICICI Prudential #5208,Insurance
Didi #6002,Transport
ExxonMobil #7830,Fuel
Max Hospital #3862,Healthcare
Fortis Hospital #3517,Healthcare
Broadband Bill #8582,Bills & Utilities
Max Hospital #2909,Healthcare
Save the Children #2775,Donations
Spotify #1788,Entertainment
Aditya Birla Sun Life #8727,Insurance
Broadband Bill #3569,Bills & Utilities
Foodpanda #2932,Food Delivery
Cafe Coffee Day #5102,Coffee & Dining
SonyLIV #9681,Entertainment
Carrefour #1464,Groceries
HelpAge India #6242,Donations
Internet Bill #3476,Bills & Utilities
KFC #8258,Coffee & Dining
Hulu #7503,Entertainment
BP #3025,Fuel
Broadband Bill #5331,Bills & Utilities
Dunzo #1999,Food Delivery
BP #8626,Fuel
BPCL #6045,Fuel
Toppr #3562,Education
BPCL #5238,Fuel
Myntra #7521,Shopping
Booking.com #7312,Travel
Postmates #7936,Food Delivery
Indian Oil #7470,Fuel
Red Cross #6951,Donations
Aldi #1557,Groceries
Canara Bank ATM #3980,Cash Withdrawal
Lidl #6466,Groceries
YouTube Premium #7116,Entertainment
Subway #5361,Coffee & Dining
Udemy #4148,Education
Best Buy Electronics #2442,Electronics
Costa Coffee #3506,Coffee & Dining
Electricity Bill #9255,Bills & Utilities
Walmart Electronics #5884,Electronics
HelpAge India #7146,Donations
Toppr #8894,Education
Marriott #7812,Travel
GiveIndia #8785,Donations
Manipal Hospital #7854,Healthcare
Akshaya Patra #8225,Donations
Chevron #4601,Fuel
Hilton #4140,Travel
Save the Children #1107,Donations
Landline Bill #5783,Bills & Utilities
Nike #5621,Shopping
Pizza Hut #8788,Coffee & Dining
Caltex #3501,Fuel
GiveIndia #9641,Donations
Uber Eats #9883,Food Delivery
Marriott #3687,Travel
HP Petrol #7228,Fuel
Expedia #8106,Travel
Costa Coffee #5512,Coffee & Dining
Grab #4709,Transport
Kotak ATM #1302,Cash Withdrawal
Samsung Store #4381,Electronics
Caltex #3648,Fuel
Aditya Birla Sun Life #3430,Insurance
Grofers #9376,Groceries
Zee5 #7439,Entertainment
Just Eat #1682,Food Delivery
SBI ATM #6422,Cash Withdrawal
MakeMyTrip #9663,Travel
Zara #9665,Shopping
Axis ATM #8432,Cash Withdrawal
Flipkart Electronics #1561,Electronics
Bank of Baroda ATM #5695,Cash Withdrawal
Booking.com #2921,Travel
BigBasket #8437,Groceries
edX #5107,Education
Taxi #6826,Transport
SonyLIV #4250,Entertainment
Zomato #1408,Food Delivery
Gulf Petrol #4268,Fuel
Max Hospital #1092,Healthcare
Booking.com #3680,Travel
Burger King #7724,Coffee & Dining
Hyatt #5854,Travel
Canara Bank ATM #8842,Cash Withdrawal
Ola #3993,Transport
Tesco #8437,Groceries
HP Petrol #5401,Fuel
Zara #5038,Shopping
Max Hospital #7355,Healthcare
KFC #3738,Coffee & Dining
Pharmeasy #1122,Healthcare
D-Mart #3669,Shopping
Best Buy #8571,Shopping
GiveIndia #2048,Donations
Water Bill #5919,Bills & Utilities
Aditya Birla Sun Life #9350,Insurance
Indian Oil #5404,Fuel
Hulu #3847,Entertainment
Grubhub #9472,Food Delivery
Amazon Fresh #3727,Groceries
Adidas #9790,Shopping
Aditya Birla Sun Life #5381,Insurance
Water Bill #1033,Bills & Utilities
Apple TV+ #1090,Entertainment
Just Eat #4697,Food Delivery
HelpAge India #9348,Donations
Apollo Pharmacy #8686,Healthcare
Toppr #3631,Education
HDFC Insurance #5830,Insurance
Broadband Bill #4694,Bills & Utilities
Aldi #7917,Groceries
edX #6327,Education
Kotak ATM #7184,Cash Withdrawal
Subway #6864,Coffee & Dining
Didi #1587,Transport
Child Rights and You #5363,Donations
Gulf Petrol #3334,Fuel
Canara Bank ATM #6577,Cash Withdrawal
Water Bill #1182,Bills & Utilities
Shell Petrol #4596,Fuel
Walmart Grocery #7083,Groceries
Fortis Hospital #6643,Healthcare
Cafe Coffee Day #7083,Coffee & Dining
Medlife #5680,Healthcare
Best Buy Electronics #1031,Electronics
Spotify #5696,Entertainment
Burger King #9309,Coffee & Dining
SBI Life #7890,Insurance
Flipkart #8698,Shopping
Chevron #9078,Fuel
Gojek #2184,Transport
Canara Bank ATM #3310,Cash Withdrawal
Hulu #6139,Entertainment
Aditya Birla Sun Life #1931,Insurance
Starbucks #7900,Coffee & Dining
ICICI Prudential #9033,Insurance
Taxi #9693,Transport
Walmart Electronics #7331,Electronics
Dunzo #8762,Food Delivery
YouTube Premium #1240,Entertainment
Spotify #9208,Entertainment
ICICI ATM #2170,Cash Withdrawal
Manipal Hospital #7870,Healthcare
Walmart Grocery #9374,Groceries
Electricity Bill #4601,Bills & Utilities
Uber #1970,Transport
Best Buy Electronics #9093,Electronics
Manipal Hospital #5320,Healthcare
HelpAge India #6183,Donations
Just Eat #4433,Food Delivery
Target Electronics #6133,Electronics
Axis ATM #4142,Cash Withdrawal
Toppr #9038,Education
Amazon Fresh #3503,Groceries
Pizza Hut #7548,Coffee & Dining
Taxi #5679,Transport
D-Mart #3929,Shopping
ExxonMobil #4494,Fuel
Hilton #8531,Travel
UNICEF #4797,Donations
Netflix #8244,Entertainment
Pharmeasy #6451,Healthcare
ICICI ATM #8973,Cash Withdrawal
IKEA #3583,Shopping
Hilton #6053,Travel
Netmeds #6894,Healthcare
Auto Rickshaw #1052,Transport
Bolt #4131,Transport
Apple Store #3528,Electronics
Walmart Electronics #6806,Electronics
Didi #3507,Transport
Electricity Bill #7472,Bills & Utilities
HelpAge India #1166,Donations
Didi #8458,Transport
HelpAge India #4966,Donations
Amazon Electronics #8131,Electronics
McDonalds #2139,Coffee & Dining
Walmart #7690,Shopping
Taxi #4340,Transport
Mobile Recharge #9389,Bills & Utilities
Dunzo #4206,Food Delivery
Medlife #5138,Healthcare
GiveIndia #6612,Donations
Amazon Electronics #8262,Electronics
BigBasket #6706,Groceries
Cable TV Bill #2763,Bills & Utilities
Gas Bill #1224,Bills & Utilities
Target #3299,Shopping
Target Electronics #9893,Electronics
Target Electronics #4637,Electronics
Grab #9760,Transport
Gulf Petrol #1259,Fuel
edX #6453,Education
Target Electronics #7244,Electronics
Uber Eats #7415,Food Delivery
DoorDash #1638,Food Delivery
Burger King #1784,Coffee & Dining
Fortis Hospital #5207,Healthcare
Dunzo #6898,Food Delivery
HDFC Insurance #7296,Insurance
Walmart #6035,Shopping
ExxonMobil #6517,Fuel
Reliance Fresh #3034,Groceries
Foodpanda #4853,Food Delivery
Canara Bank ATM #2314,Cash Withdrawal
Amazon Electronics #4524,Electronics
HP Petrol #6313,Fuel
Save the Children #1485,Donations
Pharmeasy #5922,Healthcare
H&M #4006,Shopping
Target Electronics #2834,Electronics
OnePlus Store #8507,Electronics
Kotak ATM #8337,Cash Withdrawal
GiveIndia #3049,Donations
Marriott #3917,Travel
Narayana Health #4088,Healthcare
Uber Eats #1382,Food Delivery
Max Hospital #1557,Healthcare
Flipkart #6634,Shopping
Gas Bill #2312,Bills & Utilities
Best Buy Electronics #6050,Electronics
YouTube Premium #6531,Entertainment
Kotak ATM #5144,Cash Withdrawal
HP Petrol #2886,Fuel
Carrefour #3099,Groceries
IKEA #3994,Shopping
Pizza Hut #2561,Coffee & Dining
Reliance Fresh #9255,Groceries
ExxonMobil #6723,Fuel
Pharmeasy #8597,Healthcare
OnePlus Store #9274,Electronics
Indian Oil #9946,Fuel
DoorDash #2775,Food Delivery
Apple TV+ #3556,Entertainment
McDonalds #2641,Coffee & Dining
Didi #6680,Transport
Zomato #8962,Food Delivery
Child Rights and You #3986,Donations
Zee5 #2850,Entertainment
Reliance Fresh #6619,Groceries
OnePlus Store #7109,Electronics
Udemy #9892,Education
MakeMyTrip #9690,Travel
D-Mart #6137,Shopping
Xiaomi Store #6598,Electronics
Khan Academy #5243,Education
Lyft #5453,Transport
Hulu #2238,Entertainment
Fortis Hospital #7182,Healthcare
Grab #8334,Transport
YouTube Premium #3543,Entertainment
BookMyShow #7379,Entertainment
D-Mart Fresh #7403,Groceries
Khan Academy #2741,Education
Netmeds #5625,Healthcare
Landline Bill #2395,Bills & Utilities
Subway #7068,Coffee & Dining
Child Rights and You #8965,Donations
Gulf Petrol #7406,Fuel
Cable TV Bill #8557,Bills & Utilities
Auto Rickshaw #7493,Transport
SBI Life #4333,Insurance
Narayana Health #3470,Healthcare
Broadband Bill #6151,Bills & Utilities
SonyLIV #5950,Entertainment
HelpAge India #1730,Donations
Coursera #8761,Education
McDonalds #3552,Coffee & Dining
Target Electronics #1548,Electronics
Burger King #7434,Coffee & Dining
GiveIndia #9050,Donations
GiveIndia #8201,Donations
Manipal Hospital #9376,Healthcare
ICICI ATM #1488,Cash Withdrawal
AIIMS #6174,Healthcare
BP #7036,Fuel
Gulf Petrol #5789,Fuel
Big Bazaar #2573,Shopping
Zomato #1790,Food Delivery
Gas Bill #7004,Bills & Utilities
Ola #1758,Transport
Quizlet #5660,Education
Walmart #8194,Shopping
DoorDash #8499,Food Delivery
Unacademy #2101,Education
Barista #1245,Coffee & Dining
Unacademy #5350,Education
Internet Bill #4592,Bills & Utilities
Bajaj Allianz #5173,Insurance
Landline Bill #8634,Bills & Utilities
Cafe Coffee Day #9192,Coffee & Dining
Didi #8144,Transport
Bolt #3057,Transport
Taxi #8192,Transport
Netmeds #3727,Healthcare
LIC #2959,Insurance
Dominos #9645,Coffee & Dining
Khan Academy #1295,Education
Dominos #3233,Coffee & Dining
Gulf Petrol #6036,Fuel
Postmates #8529,Food Delivery
Auto Rickshaw #1975,Transport
Goibibo #4499,Travel
Internet Bill #6750,Bills & Utilities
Burger King #3519,Coffee & Dining
Reliance Fresh #1132,Groceries
SBI ATM #1003,Cash Withdrawal
Uber #3773,Transport
Target #7428,Shopping
Starbucks #8106,Coffee & Dining
Taj Hotels #1516,Travel
GiveIndia #4836,Donations
McDonalds #5173,Coffee & Dining
Rapido #2909,Transport
Adidas #4784,Shopping
Reliance Fresh #9323,Groceries
Uber #8291,Transport
BP #6242,Fuel
Caltex #9056,Fuel
Goibibo #8655,Travel
Punjab National Bank ATM #4876,Cash Withdrawal
Myntra #9172,Shopping
BP #3410,Fuel
Kotak ATM #3854,Cash Withdrawal
HDFC Insurance #9474,Insurance
Tesco #7095,Groceries
ICICI Prudential #6953,Insurance
Child Rights and You #5314,Donations
Big Bazaar #6820,Shopping
Best Buy Electronics #6406,Electronics
Swiggy #3034,Food Delivery
Chegg #4837,Education
Reliance Trends #6674,Shopping
D-Mart #5938,Shopping
Cable TV Bill #1920,Bills & Utilities
H&M #6995,Shopping
Xiaomi Store #2676,Electronics
Vedantu #2976,Education
Expedia #2295,Travel
Quizlet #8331,Education
Punjab National Bank ATM #9452,Cash Withdrawal
HDFC ATM #5546,Cash Withdrawal
Barista #5110,Coffee & Dining
Hyatt #4130,Travel
Aldi #1947,Groceries
BigBasket #4274,Groceries
Landline Bill #3953,Bills & Utilities
Netflix #5486,Entertainment
D-Mart #8400,Shopping
Pharmeasy #7837,Healthcare
Hotstar #2610,Entertainment
Ola #4570,Transport
DoorDash #6485,Food Delivery
Tata AIA #8484,Insurance
Pharmeasy #3209,Healthcare
Medlife #8102,Healthcare
Bank of Baroda ATM #5600,Cash Withdrawal
UNICEF #9557,Donations
Fortis Hospital #6668,Healthcare
Bolt #7744,Transport
Hulu #4628,Entertainment
H&M #4963,Shopping
Zee5 #5850,Entertainment
LIC #9632,Insurance
LIC #5555,Insurance
Barista #1287,Coffee & Dining
Internet Bill #5101,Bills & Utilities
Cable TV Bill #4852,Bills & Utilities
Byju's #7841,Education
Byju's #8545,Education
edX #4528,Education
Coursera #8487,Education
Amazon Prime #2021,Entertainment
SBI Life #2204,Insurance
Spotify #1426,Entertainment
Didi #2505,Transport
Subway #5902,Coffee & Dining
Gojek #4151,Transport
Burger King #2489,Coffee & Dining
Apollo Pharmacy #3096,Healthcare
Dominos #5642,Coffee & Dining
Deliveroo #9924,Food Delivery
Gulf Petrol #8109,Fuel
Best Buy #9392,Shopping
Marriott #3291,Travel
Ola #3822,Transport
HP Petrol #6137,Fuel
Barista #6093,Coffee & Dining
Indian Oil #2423,Fuel
Tata AIA #9496,Insurance
Indian Oil #1612,Fuel
Amazon Electronics #1023,Electronics
OYO #5414,Travel
HP Petrol #4768,Fuel
MakeMyTrip #9023,Travel
Chevron #3588,Fuel
Save the Children #6361,Donations
Burger King #3178,Coffee & Dining
Cable TV Bill #9752,Bills & Utilities
IKEA #4937,Shopping
Bolt #2898,Transport
HDFC ATM #8666,Cash Withdrawal
Spotify #8895,Entertainment
DoorDash #2098,Food Delivery
ICICI Prudential #3275,Insurance
Amazon Prime #1893,Entertainment
Khan Academy #8855,Education
Unacademy #3309,Education
ICICI ATM #6207,Cash Withdrawal
Starbucks #8589,Coffee & Dining
Samsung Store #1846,Electronics
Coursera #4883,Education
HP Petrol #4801,Fuel
Bolt #4731,Transport
Hilton #6935,Travel
Just Eat #7939,Food Delivery
Best Buy #4043,Shopping
SonyLIV #1860,Entertainment
ICICI ATM #8683,Cash Withdrawal
IKEA #5587,Shopping
Save the Children #9142,Donations
Red Cross #7286,Donations
Tata AIA #5419,Insurance
HDFC Insurance #1187,Insurance
Axis ATM #5189,Cash Withdrawal
BookMyShow #7427,Entertainment
Save the Children #2265,Donations
Flipkart #4701,Shopping
Big Bazaar #8406,Shopping
YouTube Premium #1549,Entertainment
Udemy #4021,Education
Subway #2849,Coffee & Dining
Bank of Baroda ATM #8277,Cash Withdrawal
Cable TV Bill #1388,Bills & Utilities
Goibibo #1163,Travel
IKEA #7342,Shopping
HDFC Insurance #4800,Insurance
HelpAge India #5547,Donations
KFC #5287,Coffee & Dining
Xiaomi Store #8977,Electronics
Fortis Hospital #1801,Healthcare
Swiggy #9857,Food Delivery
Bank of Baroda ATM #6503,Cash Withdrawal
D-Mart Fresh #7514,Groceries
Apple Store #8255,Electronics
Pharmeasy #6673,Healthcare
MakeMyTrip #4641,Travel
Hyatt #4332,Travel
Axis ATM #4483,Cash Withdrawal
Landline Bill #4114,Bills & Utilities
Hyatt #7239,Travel
Burger King #6558,Coffee & Dining
Toppr #4665,Education
Quizlet #1291,Education
BookMyShow #9596,Entertainment
Expedia #1993,Travel
Reliance Trends #9754,Shopping
HDFC ATM #1744,Cash Withdrawal
Netmeds #3623,Healthcare
Nike #8367,Shopping
Flipkart #1117,Shopping
Tesco #6357,Groceries
Disney+ #9778,Entertainment
Fortis Hospital #9670,Healthcare
edX #2322,Education
Toppr #2922,Education
Netmeds #2735,Healthcare
OYO #3642,Travel
Grubhub #3271,Food Delivery
Just Eat #9819,Food Delivery
OnePlus Store #2083,Electronics
Flipkart Electronics #8632,Electronics
Shell Petrol #1581,Fuel
LIC #2561,Insurance
H&M #6968,Shopping
Target Electronics #2925,Electronics
Punjab National Bank ATM #9652,Cash Withdrawal
Deliveroo #3847,Food Delivery
Deliveroo #5364,Food Delivery
Taj Hotels #7374,Travel
Hyatt #9136,Travel
Hotstar #3274,Entertainment
Chevron #2988,Fuel
Subway #7687,Coffee & Dining
Lyft #5911,Transport
Amazon Electronics #1788,Electronics
Zomato #3976,Food Delivery
Max Life #5086,Insurance
Aldi #5027,Groceries
Hulu #3872,Entertainment
HDFC ATM #2099,Cash Withdrawal
Postmates #9100,Food Delivery
MakeMyTrip #6995,Travel
ExxonMobil #9566,Fuel
UNICEF #2584,Donations
Barista #8987,Coffee & Dining
HDFC ATM #8022,Cash Withdrawal
Apple Store #7741,Electronics
Just Eat #6592,Food Delivery
Goibibo #2440,Travel
Taxi #4255,Transport
Zee5 #5049,Entertainment
Zomato #3331,Food Delivery
Aldi #5542,Groceries
SBI Life #8685,Insurance
Tesco #2295,Groceries
Byju's #8631,Education
Samsung Store #1878,Electronics
Shell Petrol #7502,Fuel
Save the Children #6061,Donations
Amazon Fresh #6508,Groceries
Mobile Recharge #7501,Bills & Utilities
Rapido #2285,Transport
Aldi #1384,Groceries
BP #1549,Fuel
ICICI ATM #2692,Cash Withdrawal
Tata AIA #9604,Insurance
Akshaya Patra #6187,Donations
Best Buy Electronics #1711,Electronics
Dunzo #7443,Food Delivery
Landline Bill #4809,Bills & Utilities
Uber #7542,Transport
Hotstar #9373,Entertainment
Target Electronics #6805,Electronics
Grofers #1492,Groceries
Auto Rickshaw #7283,Transport
Toppr #7601,Education
Lidl #5552,Groceries
Grofers #6773,Groceries
AIIMS #5109,Healthcare
Samsung Store #1987,Electronics
Grofers #2207,Groceries
Hulu #7470,Entertainment
ICICI Prudential #7810,Insurance
Tata AIA #7434,Insurance
Bank of Baroda ATM #3812,Cash Withdrawal
Fortis Hospital #3316,Healthcare
Samsung Store #7182,Electronics
Amazon Electronics #2934,Electronics
Gas Bill #8220,Bills & Utilities
Max Hospital #5702,Healthcare
Subway #7592,Coffee & Dining
Flipkart #8362,Shopping
Khan Academy #7352,Education
Cable TV Bill #6148,Bills & Utilities
Kotak ATM #5555,Cash Withdrawal
Tata AIA #5800,Insurance
Chevron #6075,Fuel
edX #7476,Education
Booking.com #4961,Travel
Gojek #5329,Transport
Auto Rickshaw #2427,Transport
Grubhub #4410,Food Delivery
Hyatt #9542,Travel
Target Electronics #1600,Electronics
Carrefour #6313,Groceries
Indian Oil #2040,Fuel
Costa Coffee #5211,Coffee & Dining
Booking.com #2676,Travel
Rapido #6905,Transport
D-Mart #7211,Shopping
Amazon Electronics #1669,Electronics
ExxonMobil #4339,Fuel
Amazon Electronics #7221,Electronics
Ola #5125,Transport
Postmates #5898,Food Delivery
Samsung Store #3413,Electronics
Subway #9503,Coffee & Dining
Quizlet #5564,Education
Chevron #7601,Fuel
AIIMS #4822,Healthcare
Apple TV+ #4301,Entertainment
Postmates #5989,Food Delivery
Zara #8927,Shopping
Byju's #6502,Education
Lyft #6993,Transport
Ola #2324,Transport
Bank of Baroda ATM #9646,Cash Withdrawal
Narayana Health #1433,Healthcare
Bajaj Allianz #9433,Insurance
ExxonMobil #5609,Fuel
Myntra #4884,Shopping
Carrefour #5789,Groceries
Hulu #2450,Entertainment
IKEA #5521,Shopping
YouTube Premium #6098,Entertainment
Fortis Hospital #8658,Healthcare
